timestamp_sec,timestamp_nsec,frame_id,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
132,915000000,imu1_frame,0.02334252584141418,0.010827654684503927,-0.9900871803111987,0.13807702113239487,-0.005859375,-0.01171875,-0.001953125,0.0005120038986206055,0.0020187199115753174,-0.055426597595214844
132,940000000,imu1_frame,0.02563365962165176,0.009997626457725091,-0.9900235052779275,0.13818980409863246,-0.00390625,-0.00390625,0.005859375,0.04260307550430298,-0.020297899842262268,-0.05357074737548828
132,965000000,imu1_frame,0.023254421622981674,0.01095779895675374,-0.99006728920437,0.13822417069570053,-0.00390625,-0.00390625,0.005859375,-0.0008189678192138672,0.00470423698425293,-0.0906076431274414
132,990000000,imu1_frame,0.025482081647667902,0.009918688677280735,-0.9900106829162623,0.13831533118747485,0.0,-0.00390625,0.00390625,0.0394744873046875,-0.02148108184337616,-0.08890914916992188
133,15000000,imu1_frame,0.023193327749816067,0.010976251250540477,-0.9900550038482144,0.13832093410430235,0.0,-0.001953125,0.00390625,-0.0019361674785614014,0.005179911851882935,-0.09065532684326172
133,40000000,imu1_frame,0.02550237031901979,0.009955492833401384,-0.9899933043655246,0.13843328567214447,0.00390625,0.0,0.005859375,0.03998082876205444,-0.0208858922123909,-0.08887481689453125
133,65000000,imu1_frame,0.02319476618728328,0.010851619266138387,-0.990036309183291,0.13846426138013723,0.00390625,0.0,0.005859375,-0.0022233426570892334,0.0026950985193252563,-0.055550575256347656
133,90000000,imu1_frame,0.025642250060480883,0.010251331073313347,-0.9899679574399599,0.13856705403960462,0.00390625,0.0,0.005859375,0.04350239038467407,-0.015611574053764343,-0.05346202850341797
133,115000000,imu1_frame,0.02316432597684624,0.010871260490828875,-0.9900268333769152,0.13853555100066064,-0.001953125,-0.00390625,0.0,-0.002748340368270874,0.003123342990875244,-0.05557060241699219
133,140000000,imu1_frame,0.02550382196997184,0.010247689433553047,-0.9899677278866728,0.13859450807696558,-0.001953125,-0.005859375,0.001953125,0.04081910848617554,-0.015320882201194763,-0.05360126495361328
133,165000000,imu1_frame,0.023011815040186123,0.010906779467635746,-0.9900228861977683,0.1385863749971162,-0.001953125,-0.005859375,0.001953125,-0.0055946409702301025,0.004199981689453125,-0.05569267272949219
133,190000000,imu1_frame,0.02051591444636829,0.010308901200026683,-0.9900811470157149,0.13860788626381906,-0.001953125,-0.005859375,0.001953125,-0.016425013542175293,-0.0006057769060134888,-0.058063507080078125
133,215000000,imu1_frame,0.022926867990570338,0.010864585201972197,-0.9900247594701121,0.13859038620582165,-0.001953125,-0.001953125,-0.001953125,0.03171074390411377,0.0036119669675827026,-0.055787086486816406
133,240000000,imu1_frame,0.02046367637835447,0.010180594163314356,-0.9900767709319153,0.13865634176840183,0.0078125,-0.00390625,0.005859375,-0.017775744199752808,-0.0029676705598831177,-0.05815696716308594
133,265000000,imu1_frame,0.02287516346456276,0.01057892073499,-0.9900089709914494,0.13873374026891902,0.0078125,-0.00390625,0.005859375,-0.009103655815124512,-0.001843571662902832,-0.05595207214355469
133,290000000,imu1_frame,0.02517648239336423,0.011355031440593329,-0.9899352470428173,0.13879990870874423,0.0078125,-0.00390625,0.005859375,0.03751415014266968,0.006885826587677002,-0.053458213806152344
133,315000000,imu1_frame,0.022773206745299618,0.010584112486008624,-0.9900017466331485,0.13880165445964404,0.0,-0.001953125,0.0,-0.011051088571548462,-0.0014981180429458618,-0.056041717529296875
133,340000000,imu1_frame,0.025069552940378173,0.011423194590841212,-0.9899332726246811,0.13882774899600583,-0.0078125,-0.005859375,0.001953125,0.035635173320770264,0.008480861783027649,-0.05353355407714844
133,365000000,imu1_frame,0.022559679525367242,0.010902978479265493,-0.9899961467207935,0.13885177491834433,-0.0078125,-0.005859375,0.001953125,0.024752557277679443,0.005228519439697266,-0.05609703063964844
133,390000000,imu1_frame,0.020113980991087563,0.010168486969109153,-0.9900527156799753,0.138879983497102,-0.0078125,-0.005859375,0.001953125,-0.02454131841659546,-0.002346903085708618,-0.05843925476074219
133,415000000,imu1_frame,0.022531977003574337,0.010803539854290918,-0.9899934041470417,0.13888359616700294,0.0,0.0,0.0,0.023951590061187744,0.0033646225929260254,-0.056163787841796875
133,440000000,imu1_frame,0.020058362764513487,0.010210556244725211,-0.9900565755556303,0.13885742264437678,-0.00390625,-0.00390625,-0.001953125,-0.02550646662712097,-0.0013721585273742676,-0.05846691131591797
133,465000000,imu1_frame,0.022442460391863504,0.010794260962632368,-0.990001561447379,0.13884065771084997,-0.00390625,-0.00390625,-0.001953125,0.022188514471054077,0.0034486204385757446,-0.05624675750732422
133,490000000,imu1_frame,0.020031056244641226,0.010148927654399974,-0.9900638144640393,0.13881426202701957,-0.001953125,0.0,-0.001953125,-0.026207923889160156,-0.0024723857641220093,-0.05851268768310547
133,515000000,imu1_frame,0.022421129016969014,0.010797680073802265,-0.9900016842352882,0.1388429626949854,-0.001953125,-0.001953125,0.001953125,0.02178555727005005,0.00357171893119812,-0.05626392364501953
133,542000000,imu1_frame,0.01977001247272491,0.010094756673493643,-0.9900583681555062,0.13889445683607146,-0.00390625,-0.00390625,0.00390625,-0.0313931405544281,-0.002844497561454773,-0.05873680114746094
133,565000000,imu1_frame,0.021949669741540306,0.010696428649440013,-0.9899991394298487,0.1389442418401847,-0.00390625,-0.00390625,0.00390625,0.0124073326587677,0.0028478801250457764,-0.05671501159667969
133,590000000,imu1_frame,0.019592948667952387,0.009862152939944425,-0.9900604732702066,0.13892124952597565,0.0,0.0,-0.001953125,-0.035445332527160645,-0.006875142455101013,-0.058963775634765625
133,615000000,imu1_frame,0.02192048319972603,0.010715690384273243,-0.9900028631734082,0.13892083106695202,-0.001953125,-0.001953125,0.0,0.011891573667526245,0.0033107101917266846,-0.056731224060058594
133,640000000,imu1_frame,0.019591463654578898,0.009768122583727714,-0.9900607345060347,0.13892624058266156,-0.001953125,-0.001953125,0.0,-0.03572842478752136,-0.008692756295204163,-0.05900096893310547
133,665000000,imu1_frame,0.021881690806301646,0.010724141984092316,-0.9900032939682124,0.13892322454597647,-0.001953125,-0.001953125,0.0,0.011164546012878418,0.003578677773475647,-0.056761741638183594
133,690000000,imu1_frame,0.019600493738714767,0.009662618598589117,-0.9900608435653995,0.13893156763524364,-0.001953125,-0.001953125,0.0,-0.035839080810546875,-0.010761082172393799,-0.05903434753417969
